time,weather_code,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,apparent_temperature_mean,rain_sum,snowfall_sum,precipitation_hours,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,shortwave_radiation_sum,et0_fao_evapotranspiration,3day_prediction
2025-01-29,0,-35.5,-58.0,-48.3,-44.6,-66.1,-56.7,0.0,0.0,0.0,4.5,18.6,349,12.97,0.004,3.528
2025-01-30,0,-37.8,-57.9,-50.3,-46.2,-67.2,-59.2,0.0,0.0,0.0,5.2,17.4,289,13.53,0.004,1.102
2025-01-31,73,-31.1,-55.2,-42.1,-41.4,-63.9,-52.5,0.0,0.303,5.0,10.9,34.0,228,11.26,0.006,0.0
2025-02-01,73,-39.6,-45.9,-43.5,-51.7,-56.9,-54.4,0.0,3.528,24.0,11.1,35.8,231,3.2,0.001,1.378
2025-02-02,75,-29.1,-39.0,-34.4,-42.4,-51.4,-47.3,0.0,1.102,8.0,14.7,48.5,231,2.78,0.003,8.047
2025-02-03,3,-27.4,-35.2,-31.5,-39.6,-48.0,-43.9,0.0,0.0,0.0,13.0,43.4,217,7.79,0.006,0.0
2025-02-04,75,-27.0,-36.4,-30.8,-38.6,-46.4,-42.9,0.0,1.378,5.0,15.0,47.6,212,11.39,0.007,4.409
2025-02-05,75,-33.1,-52.0,-40.7,-47.6,-61.4,-52.8,0.0,8.047,14.0,17.4,52.6,237,11.56,0.003,1.157
2025-02-06,3,-33.8,-54.3,-42.8,-46.7,-63.8,-54.0,0.0,0.0,0.0,12.7,40.7,221,12.0,0.004,0.0
2025-02-07,75,-37.2,-59.6,-45.3,-50.5,-68.1,-56.7,0.012,4.409,16.0,15.0,50.3,243,3.59,0.001,0.0
2025-02-08,73,-56.2,-67.3,-59.9,-64.9,-76.9,-69.2,0.0,1.157,13.0,5.2,19.5,243,5.91,0.001,0.248
2025-02-09,1,-50.5,-72.9,-62.7,-58.9,-82.3,-71.7,0.0,0.0,0.0,4.8,17.0,241,15.02,0.002,0.0
2025-02-10,1,-47.9,-64.7,-58.7,-56.0,-73.9,-67.8,0.0,0.0,0.0,4.9,17.0,248,15.35,0.003,4.768
2025-02-11,71,-55.9,-77.8,-64.5,-65.4,-87.0,-73.9,0.0,0.248,8.0,6.5,21.9,265,9.28,0.001,5.677
2025-02-12,3,-63.6,-83.6,-73.9,-73.3,-93.0,-83.7,0.0,0.0,0.0,7.8,25.9,256,14.56,0.001,3.335
2025-02-13,75,-42.1,-71.1,-52.6,-54.0,-80.9,-64.0,0.004,4.768,13.0,13.8,47.9,191,3.58,0.001,1.543
2025-02-14,75,-40.1,-48.0,-44.0,-51.1,-58.7,-54.7,0.0,5.677,22.0,10.5,38.3,245,10.38,0.002,1.764
2025-02-15,75,-47.7,-63.1,-54.9,-58.5,-73.6,-65.9,0.012,3.335,13.0,10.9,32.4,270,9.39,0.001,0.193
2025-02-16,73,-42.0,-55.5,-46.8,-52.6,-65.8,-57.3,0.004,1.543,11.0,10.3,34.4,243,4.56,0.001,0.193
2025-02-17,73,-42.7,-51.9,-46.8,-53.7,-62.1,-57.5,0.0,1.764,16.0,9.9,32.0,266,12.12,0.003,2.728
2025-02-18,71,-48.3,-55.3,-51.4,-58.9,-65.1,-61.8,0.0,0.193,7.0,7.7,26.2,275,8.92,0.001,0.0
2025-02-19,73,-39.9,-55.9,-48.5,-49.3,-65.5,-57.9,0.0,0.193,3.0,5.4,17.9,251,10.94,0.003,0.0
2025-02-20,73,-42.4,-51.1,-47.6,-52.7,-60.3,-57.4,0.004,2.728,24.0,6.7,22.6,272,4.98,0.001,0.028
2025-02-21,3,-40.4,-61.5,-50.9,-46.9,-69.5,-58.9,0.0,0.0,0.0,3.8,10.5,276,16.91,0.005,0.083
2025-02-22,3,-35.6,-56.4,-46.3,-43.0,-65.7,-55.2,0.0,0.0,0.0,4.9,17.7,266,16.87,0.006,0.469
2025-02-23,71,-28.7,-46.6,-36.6,-38.8,-56.1,-46.8,0.0,0.028,1.0,8.2,25.7,251,9.8,0.006,0.0
2025-02-24,71,-26.1,-36.5,-31.7,-34.9,-47.8,-42.3,0.0,0.083,2.0,9.6,29.8,258,16.94,0.01,0.0
2025-02-25,73,-30.3,-54.9,-40.2,-42.2,-65.0,-51.3,0.0,0.469,4.0,14.1,44.1,261,17.72,0.006,0.0
